indicator_code,attribute,attribute_complexity,attribute_dimension,indicator_attribute_score,assessment_c,assessment_principle,assessment,principle,indicator
SRA 1.1.1,Population abundance,single-c,Ecological,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Abuse and harassment
SRA 1.1.1,Resilience mindset,single-c,Socio-economic,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Abuse and harassment
SRA 1.1.1,Responsive,single-c,Governance,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Abuse and harassment
SRA 1.1.1,Species diversity,single-c,Ecological,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Abuse and harassment
SRA 1.1.1,Wealth and reserves,single-c,Socio-economic,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Abuse and harassment
SRA 1.1.2,Knowledge diversity,single-c,Socio-economic,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Adaptive,single-c,Governance,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Age structure,single-c,Ecological,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Agency,single-c,Socio-economic,2,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Cross-scale integration,single-c,Governance,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Ecosystem connectivity,single-c,Ecological,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Habitat diversity,single-c,Ecological,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Participatory,single-c,Governance,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Polycentric,single-c,Governance,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Population abundance,single-c,Ecological,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Resilience mindset,single-c,Socio-economic,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Responsive,single-c,Governance,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Species diversity,single-c,Ecological,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Wealth and reserves,single-c,Socio-economic,1,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.3,Knowledge diversity,single-c,Socio-economic,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Adaptive,single-c,Governance,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Age structure,single-c,Ecological,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Agency,single-c,Socio-economic,1,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Cross-scale integration,single-c,Governance,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Ecosystem connectivity,single-c,Ecological,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Habitat diversity,single-c,Ecological,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Participatory,single-c,Governance,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Polycentric,single-c,Governance,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Population abundance,single-c,Ecological,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Resilience mindset,single-c,Socio-economic,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Responsive,single-c,Governance,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Species diversity,single-c,Ecological,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Wealth and reserves,single-c,Socio-economic,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.5,Knowledge diversity,single-c,Socio-economic,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Adaptive,single-c,Governance,1,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Age structure,single-c,Ecological,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Agency,single-c,Socio-economic,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Cross-scale integration,single-c,Governance,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Ecosystem connectivity,single-c,Ecological,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Habitat diversity,single-c,Ecological,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Participatory,single-c,Governance,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Polycentric,single-c,Governance,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Population abundance,single-c,Ecological,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Resilience mindset,single-c,Socio-economic,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Responsive,single-c,Governance,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Species diversity,single-c,Ecological,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Wealth and reserves,single-c,Socio-economic,2,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.6,Knowledge diversity,single-c,Socio-economic,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Adaptive,single-c,Governance,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Age structure,single-c,Ecological,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Agency,single-c,Socio-economic,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Cross-scale integration,single-c,Governance,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Ecosystem connectivity,single-c,Ecological,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Habitat diversity,single-c,Ecological,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Participatory,single-c,Governance,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Polycentric,single-c,Governance,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Population abundance,single-c,Ecological,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Resilience mindset,single-c,Socio-economic,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Responsive,single-c,Governance,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Species diversity,single-c,Ecological,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Wealth and reserves,single-c,Socio-economic,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.7,Knowledge diversity,single-c,Socio-economic,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Adaptive,single-c,Governance,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Age structure,single-c,Ecological,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Agency,single-c,Socio-economic,1,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Cross-scale integration,single-c,Governance,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Ecosystem connectivity,single-c,Ecological,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Habitat diversity,single-c,Ecological,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Participatory,single-c,Governance,1,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Polycentric,single-c,Governance,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Population abundance,single-c,Ecological,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Resilience mindset,single-c,Socio-economic,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Responsive,single-c,Governance,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Species diversity,single-c,Ecological,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Wealth and reserves,single-c,Socio-economic,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.8,Knowledge diversity,single-c,Socio-economic,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Adaptive,single-c,Governance,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Age structure,single-c,Ecological,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Agency,single-c,Socio-economic,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Cross-scale integration,single-c,Governance,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Ecosystem connectivity,single-c,Ecological,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Habitat diversity,single-c,Ecological,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Participatory,single-c,Governance,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Polycentric,single-c,Governance,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Population abundance,single-c,Ecological,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Resilience mindset,single-c,Socio-economic,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Responsive,single-c,Governance,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Species diversity,single-c,Ecological,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Wealth and reserves,single-c,Socio-economic,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.9,Knowledge diversity,single-c,Socio-economic,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Adaptive,single-c,Governance,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Age structure,single-c,Ecological,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Agency,single-c,Socio-economic,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Cross-scale integration,single-c,Governance,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Ecosystem connectivity,single-c,Ecological,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Habitat diversity,single-c,Ecological,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Participatory,single-c,Governance,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Polycentric,single-c,Governance,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Population abundance,single-c,Ecological,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Resilience mindset,single-c,Socio-economic,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Responsive,single-c,Governance,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Species diversity,single-c,Ecological,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Wealth and reserves,single-c,Socio-economic,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.2.1,Knowledge diversity,single-c,Socio-economic,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Adaptive,single-c,Governance,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Age structure,single-c,Ecological,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Agency,single-c,Socio-economic,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Cross-scale integration,single-c,Governance,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Ecosystem connectivity,single-c,Ecological,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Habitat diversity,single-c,Ecological,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Participatory,single-c,Governance,3,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Polycentric,single-c,Governance,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Population abundance,single-c,Ecological,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Resilience mindset,single-c,Socio-economic,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Responsive,single-c,Governance,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Species diversity,single-c,Ecological,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Wealth and reserves,single-c,Socio-economic,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.2,Knowledge diversity,single-c,Socio-economic,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Adaptive,single-c,Governance,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Age structure,single-c,Ecological,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Agency,single-c,Socio-economic,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Cross-scale integration,single-c,Governance,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Ecosystem connectivity,single-c,Ecological,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Habitat diversity,single-c,Ecological,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Participatory,single-c,Governance,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Polycentric,single-c,Governance,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Population abundance,single-c,Ecological,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Resilience mindset,single-c,Socio-economic,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Responsive,single-c,Governance,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Species diversity,single-c,Ecological,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Wealth and reserves,single-c,Socio-economic,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 2.1.1,Knowledge diversity,single-c,Socio-economic,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Adaptive,single-c,Governance,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Age structure,single-c,Ecological,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Agency,single-c,Socio-economic,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Cross-scale integration,single-c,Governance,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Ecosystem connectivity,single-c,Ecological,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Habitat diversity,single-c,Ecological,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Participatory,single-c,Governance,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Polycentric,single-c,Governance,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Population abundance,single-c,Ecological,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Resilience mindset,single-c,Socio-economic,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Responsive,single-c,Governance,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Species diversity,single-c,Ecological,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Wealth and reserves,single-c,Socio-economic,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.2,Knowledge diversity,single-c,Socio-economic,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Adaptive,single-c,Governance,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Age structure,single-c,Ecological,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Agency,single-c,Socio-economic,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Cross-scale integration,single-c,Governance,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Ecosystem connectivity,single-c,Ecological,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Habitat diversity,single-c,Ecological,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Participatory,single-c,Governance,3,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Polycentric,single-c,Governance,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Population abundance,single-c,Ecological,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Resilience mindset,single-c,Socio-economic,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Responsive,single-c,Governance,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Species diversity,single-c,Ecological,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Wealth and reserves,single-c,Socio-economic,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.2.1,Knowledge diversity,single-c,Socio-economic,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Adaptive,single-c,Governance,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Age structure,single-c,Ecological,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Agency,single-c,Socio-economic,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Cross-scale integration,single-c,Governance,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Ecosystem connectivity,single-c,Ecological,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Habitat diversity,single-c,Ecological,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Participatory,single-c,Governance,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Polycentric,single-c,Governance,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Population abundance,single-c,Ecological,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Resilience mindset,single-c,Socio-economic,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Responsive,single-c,Governance,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Species diversity,single-c,Ecological,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Wealth and reserves,single-c,Socio-economic,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.2,Knowledge diversity,single-c,Socio-economic,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Adaptive,single-c,Governance,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Age structure,single-c,Ecological,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Agency,single-c,Socio-economic,1,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Cross-scale integration,single-c,Governance,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Ecosystem connectivity,single-c,Ecological,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Habitat diversity,single-c,Ecological,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Participatory,single-c,Governance,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Polycentric,single-c,Governance,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Population abundance,single-c,Ecological,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Resilience mindset,single-c,Socio-economic,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
